ITEM_20150317_000001	Empty_helmet
ITEM_20150811_006424	Sebuah Fragrant Stone Powder didapat dari monster di Petrified City of Verkti Square.
ITEM_20150811_006425	Selembar roti yang didapat dengan mudah dari Kepo. Sayang, kamu tidak bisa memakannya.
ITEM_20150811_006426	Lapisan dalam kulit pohon, digali dari pohon di Starving Demon's Road. Jangan makan terlalu banyak.
ITEM_20150811_006427	Benda yang ditukar antar pasangan sebagai bukti cinta mereka. Kotak musik imut yang muat di kantung kecil.
ITEM_20150811_006428	Sebuah dagin Kepari yang dikoyak saat berburu. Aroma tak sedap membuatnya tak mungkin dimakan.
ITEM_20150811_006429	Kuncup daun Asellu yang tumbuh di Starving Demon's Road. Banyak berguna dalam crafting dan obat-obatan.
ITEM_20150811_006430	Sisa makanan tak dikenal. Bisa digunakan untuk umpan monster. Jika berpapasan dengan monster, tekan tombol V untuk menggunakan ini.
ITEM_20150811_006431	Sumber energi yang ditabur dari Tree Root Crystal. Kumpulkan ini untuk menghilangkan kontaminasinya.
ITEM_20150811_006432	Benda ini menampakkan monster yang membunuh peziarah dengan Curse of Rage jika disemprot kepada mereka.
ITEM_20150811_006433	Persembahan bunga altar.
ITEM_20150811_006434	Bunga yang dipersembahkan di altar untuk menenangkan aura marah.
ITEM_20150811_006435	Air untuk membersihkan bubuk semen setelah Statue of Goddess selesai direparasi. Air ini sangat bersih.
ITEM_20150811_006436	Air dari anak sungai di Forest of Prayer.{nl}Tampaknya dapat diminum.
ITEM_20150811_006437	Embun terkumpul dari batu nisan di pagi hari. Beberapa akan merasa mual, tapi ini dapat diminum.
ITEM_20150811_006438	Obat yang dibuat oleh peziarah, Theophilis. Katanya, dapat menghilangkan kutukan.
ITEM_20150811_006439	Mata Succubus dengan [Necklace of Greed - Stamina] tersisip di dalamnya. Theophilis mungkin bisa mengeluarkan kalung itu.
ITEM_20150811_006440	Sepotong sarang lebah yang mengeluarkan aroma kuat dan wangi.
ITEM_20150811_006441	Potongan patung iblis tak teridentifikasi yang tadinya ditaruh di altar.
ITEM_20150811_006442	Sepotong sarang lebah yang terasa manis di lidah.
ITEM_20150811_006443	Crystal dari roh yang berisi aura suci.
ITEM_20150811_006444	Naskah berisi kekuatan dari tulisan suci.
ITEM_20150811_006445	Naskah berisi jiwa bishop.{nl}Dapat digunakan untuk memanggil bishop itu kapan saja.
ITEM_20150811_006446	Permata berbentuk tetesan air.{nl}Diperlukan untuk menemukan Maven's Key.
ITEM_20150811_006447	Permata bundar. Diperlukan untuk menemukan Maven's Key.
ITEM_20150811_006448	Kunci pertama dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.
ITEM_20150811_006449	Kenang-kenangan dari penjaga yang membeku karena dingin di kota membatu Roxona Marketplace.
ITEM_20150811_006450	Tas berisi peralatan untuk bekerja di ladang.
ITEM_20150811_006451	Cabang pohon lebah berisi kekuatan Goddess Austeja.
ITEM_20150811_006452	Abu iblis yang dibakar oleh kekuatan Goddess Austeja.
ITEM_20150811_006453	Orb yang dapat menghancurkan kekuatan pikatan iblis. Kamu bisa mengumpulkan kekuatan ajaib dengan menggunakannya di sekitar Austeja's Altar.
ITEM_20150811_006454	Bahan untuk membuat Scarecrow.
ITEM_20150811_006455	Kayu dengan ukuran pas untuk membuat Scarecrow. Hasilnya akan sangat bagus.
ITEM_20150811_006456	Energi jahat yang telah dimampatkan.{nl}Diludahi monster menjelang kematiannya.
ITEM_20150811_006457	Wahyu ketiga ditemukan di Thorn Forest. Dapat dibaca.
ITEM_20150811_006458	Wahyu keempat ditemukan di Royal Tomb. Dapat dibaca.
ITEM_20150811_006459	Belum dapat dibaca. Bawa kepada Saule untuk penafsiran.
ITEM_20150811_006460	Alat untuk menjiplak buku membeku yang ditemukan di Ruklys Street.
ITEM_20150811_006461	Alat untuk mencari tahu musibah yang terjadi di Ruklys Street pada masa lampau.
ITEM_20150811_006462	Simbol ini tadinya sebagai dekorasi Austeja Altar. Rusak saat serangan para monster.
ITEM_20150811_006463	Simbol yang mengandung kekuatan Goddess Austeja, punya kekuatan untuk menangkal kekuatan iblis.
ITEM_20150811_006464	Paket milik pedagang Dulke yang hilang.{nl}Berisi berbagai barang dagangan.
ITEM_20150811_006465	Jelly wangi yang dapat meniupkan aroma musim semi.
ITEM_20150811_006466	Bunga misterius yang tumbuh dari tanah jika mencium aroma madu.
ITEM_20150811_006467	Kunci kedua dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.
ITEM_20150811_006468	Kunci ketiga dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.
ITEM_20150811_006469	Kunci keempat dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.
ITEM_20150811_006470	Kunci kelima dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.
ITEM_20150811_006471	Simbol yang dapat mengisi energi magis ke altar Veinika. Energi magis altar perlahan hilang seiring berjalannya tahun.
ITEM_20150811_006472	Cairan berkabut, sesuatu terperangkap di dalamnya.{nl}Apakah ini sungguh sebuah larutan?
ITEM_20150811_006473	Menurutnya, dengan mengambil ini, dapat membuat kita kebal terhadap energi keji... Mari kita coba ke monster.
ITEM_20150811_006474	Ramuan untuk menyembuhkan kutukan Naktis.
ITEM_20150811_006475	Obat eksperimen.
ITEM_20150811_006476	Daging yang mengandung obat untuk menyembuhkan kutukan rakus. Si peziarah harus dipaksa makan ini.
ITEM_20150811_006477	Dokumen kuno yang mendeskripsikan cara merubah wujud seorang menjadi iblis. Bacalah isinya.
ITEM_20150811_006478	Bahan untuk membuat Demon Transform Scroll. Perlu banyak benda ini untuk membuatnya.
ITEM_20150811_006479	Gulungan yang memungkinkan pembacanya untuk berubah menjadi iblis kapanpun. Tetapi, tipe iblis bergantung dari bahan guilungan itu dibuat.
ITEM_20150811_006480	Sebuah kunci yang didapat dari pelayan Naktis.
ITEM_20150811_006481	Daging monster yang bisa dipersembahkan ke sanctum. Daging ini tanpa lemak, maka tidak terlalu bau.
ITEM_20150811_006482	Crest yang bisa menemukan monster yang memakan lencana sanctum.{nl}Ini adalah simbol kepercayaan Cleric Master.
ITEM_20150811_006483	Lapisan kulit kuat dari monster. Sifat kuatnya membuat ini tidak tembus air.
ITEM_20150811_006484	Wahyu keenam ditemukan di Great Cathedral. Dapat dibaca.
ITEM_20150811_006485	Karangan tentang kutukan dan Demon Master yang mengendalikan mereka. Membahas Naktis secara dalam.
ITEM_20150811_006486	Mayat Pilgrim Dallas.
ITEM_20150811_006487	Bola permen manis untuk pekerja di Petrifed City in Kaliss
ITEM_20150811_006488	Tanda mata prajurit yang mati karena dingin yang membekukan.
ITEM_20150811_006489	Bahan yang diminta Bokor Edita untuk memanggil fourth spirits.
ITEM_20150811_006490	Ramuan yang jika dibasuh kepada orang yang membeku akan memanggil jiwa mereka.
ITEM_20150811_006491	Jika dibasuh pada monster yang membeku, melelehkan mereka.
ITEM_20150811_006492	Contoh monster yang sedang dalam proses pembekuan.
ITEM_20150811_006493	Catatan yang tertulis dengan baik tentang Ruklys Era.
ITEM_20150811_006494	Gulungan berisi mantera kuat yang menangkal segala suara. Ayo gunakan Gagoil.
ITEM_20150811_006495	Permata yang mengandung energi api.
ITEM_20150811_006496	Permata yang menyimpan roh api tak stabil.
ITEM_20150811_006497	Lantai 1 Pintu Masuk Bagian Pemurnian
ITEM_20150811_006498	Lantai 1 Aula Bagian Pemurnian
ITEM_20150811_006499	Lantai 1 Selasar Bagian Pemurnian
ITEM_20150811_006500	Pelumas untuk mesin di tambang
ITEM_20150811_006501	Bagian dari Pemurni Utama di Lantai 2 yang dirusak monster.
ITEM_20150811_006502	Bagian dari Pemurni Utama di Lantai 2 yang dirusak Petrified Whale.
ITEM_20150811_006503	Minuman keras yang membuktikan keterampilan pembuatnya.
ITEM_20150811_006504	Bahan yang diminta oleh Peltasta Master
ITEM_20150811_006505	Daging untuk memberi makan breeding hawks. Hawks menyukai ini.
ITEM_20150811_006506	Titisan yang mampu menggabungkan kekuatan spirit. Kau bisa menggabungkan atau memisahkan kekuatan spirit berdasarkan caramu menggunakannya.
ITEM_20150811_006507	Bagian rusak dari Truth Eye. Hanya tersedia untuk mengumpulkan semua potongannya.
ITEM_20150811_006508	Memungkinkanmu melihat kebenaran jiwa. Mari kita coba pada monster ilusional.
ITEM_20150811_006509	Kekuatan penarik berkelana yang mampu menarik jiwa. Penting untuk menemukan satu yang telah dimampatkan.
ITEM_20150811_006510	Memo yang ditulis Hones tentang perkataan seorang guru. Dengan ini, kau bisa mengetahui cara melepas alat yang dipasang di Ritnis catacombs. Bisa dibaca
ITEM_20150811_006511	Potongan batu ajaib angkasa tentang kontrak yang tercemar. Agar bisa digunakan, diperlukan proses pemulihan.
ITEM_20150811_006512	Saat kau mendapat lebih batu ajaib angkasa, kau akan mencapai tempat tersembunyi para master.
ITEM_20150811_006513	Batu ajaib untuk memindahkan Teleport. Kau bisa pergi ke tempat tersembunyi para guru.
ITEM_20150811_006514	Bubuk berisi roh pemurni yang diberi dari Vita. Kau bisa memurnikan roh jahat untuk menggunakannya.
ITEM_20150811_006515	Sisa kontrak yang terikat dengan para iblis. Tak terlepaskan bahkan setelah kematian.
ITEM_20150811_006516	Kerangka yang terikat kontrak dengan para iblis. Tak terlepaskan bahkan setelah kematian.
ITEM_20150811_006517	Segel dengan kekuatan untuk menahan segala kekuatan magis yang diciptakan Valius semasa hidupnya. 
ITEM_20150811_006518	Bisa ditukar dengan Velheider di Companion Shop
ITEM_20150811_006519	Bisa ditukar dengan hawk di Companion Shop.
ITEM_20150811_006520	Segel milik Legwyn Family. Telah rusak beberapa saat lalu, hanya tersisa sebagian darinya.
ITEM_20150811_006521	Bendera militer dari kerajaan yang tak diketahui. Benderanya sudah terlampau rusak untuk mengetahui tentara mana yang memilikinya.
ITEM_20150811_006522	Relik milik seseorang yang mati dengan rasa penyesalan besar, kau masih bisa merasakannya. Tak diketahui orang seperti apa pemiliknya, atau kapan dan bagaimana orang itu mati.
ITEM_20150811_006523	Monster yang menjadi tanda armor lemah. Kecepatan bergerak bertambah sedikit.
ITEM_20150811_006524	Cryomaster Costas memintamu mendapatkan Inti nuklir dari detektor pembekuan ini.
ITEM_20150811_006525	Suplai militer yang dicuri dari penjaga Kingdom Army oleh Dico Doguldan.
ITEM_20150811_006526	Basuhan buku yang membeku dari Ruklys Street
ITEM_20150811_006527	Suplai yang diselubungi bau monster. Luar biasa aroma tak sedapnya.
ITEM_20150811_006528	Bom sangat kuat yang bisa membuat kekacauan setelah waktu tertentu.
ITEM_20150811_006529	Cairan lengket yang bisa menempelkan benda berat sekalipun pada benda apapun.
ITEM_20150811_006530	Bom berbahaya yang akan meledak sesaat setelah dilempar.
ITEM_20150811_006531	Bom berkekuatan besar. Bunyinya sangat kencang.
ITEM_20150811_006532	Propaganda yang mendorong agar Kingdom Army menyerah, ketika pemberontakan 600 tahun yang lalu.
ITEM_20150811_006533	Penelitian mengenai dingin yang membekukan, diminta oleh Knights of Kaliss.
ITEM_20150811_006534	Iklan panjang mengenai rasa hormat dan bangga untuk Kingdom.
ITEM_20150811_006535	Tanda yang mengandung kekuatan sang Blut. Ia membagi kekuatannya ke para demon pengikutnya.
ITEM_20150811_006536	Orb yang digunakan Kupole Arune untuk menginterogasi iblis. Bantuan dari Hauberk diperlukan.
ITEM_20150811_006537	Kristal yang diberkati dengan kekuatan angkasa oleh Goddess Vakarine. Telah dimodifikasi oleh Zydrone, maka manusia dapat menggunakannya.
ITEM_20150811_006538	Jiwa Hauberk membagi-bagi dirinya agar bisa lepas.
ITEM_20150811_006539	Bola spektrum dibuat oleh Kupole Daiva untuk mengawasi iblis. Dapat digunakan untuk menemukan Hauberk yang bersembunyi.
ITEM_20150811_006540	Rune dengan kekuatan Goddess Vakarine.{nl}Ini menyerap kekuatan iblis.
ITEM_20150811_006541	Perhiasan, ditinggal para petualang yang memasuki Demon Prison. Sepertinya mereka dibasmi oleh iblis.
ITEM_20150811_006542	Token fragmen yang terjatuh di Rada Seal. Bukti bahwa Dionys menyebar kekacauan saat ia kehilangan egonya.
ITEM_20150811_006543	Cakar, ditemukan tertancap di iblis. Sepertinya iblis itu diserang oleh Dionys.
ITEM_20150811_006544	Kupole Sigita berkata bahwa iblis lain akan menganggap gigi ini sebagai peringatan.
ITEM_20150811_006545	Pekerja dahulu menggunakan ini saat membangun Fortress of the Earth.  Kau bisa membuat ini meledak dengan mudah memakai api.
ITEM_20150811_006546	Cairan dengan aroma busuk monster. Basuh pada benda-benda untuk membuat monster menjauhimu.
ITEM_20150811_006547	Artifak-artifak ini tertelan, dan sedikit rusak. Sulit dikenali selain dari bentuknya.
ITEM_20150811_006548	Keputusan ini ditemukan di monster yang membeku karena dingin. Saat proses berjalan ke Stone Frost maka akan kebal sesaat.
ITEM_20150811_006549	Katalis tenaga kuda yang didapat dari monster yang terkena uap. Berreaksi dengan penguapan tenaga kuda.
ITEM_20150811_006550	Bagian Formine Armor. Melindungi pundak.
ITEM_20150811_006551	Bagian Formine Armor. Dipakai untuk mengikat punggung.
ITEM_20150811_006552	Bagian Formine Armor. Bagian ini dipakai di pinggang penggunanya.
ITEM_20150811_006553	Akar kuat dari Red Large Kepa. Bahan yang diperlukan untuk pelindung dada.
ITEM_20150811_006554	Kulit Jukopus. Bisa dipakai sebagai bagian dari pelindung punggung.
ITEM_20150811_006555	Kayu bakar yang dibawa oleh monster. Kayunya sangat kering dan digunakan untuk menjaga nyala api.
ITEM_20150811_006556	Cairan tubuh dingin loangka yang ditemukan dari monster. Gunakan untuk mendinginkan altar.
ITEM_20150811_006557	Tas yang isinya berbagai alat untuk membuat ramuan.
ITEM_20150811_006558	Secarik kertas yang telah ditelan monster. Terlihat seperti potret seseorang.
ITEM_20150811_006559	Bingkai lukisan yang telah ditelan monster. Ada bekas yang menunjukkan bahwa dulunya dipakai untuk menaruh sesuatu.
ITEM_20150811_006560	Gulungan mantra untuk teleport ke Pardoner Master. Hanya bisa dipakai bila ada masalah di sanctum, membeli banyak akan percuma.
ITEM_20150811_006561	Tali tambang diperoleh dari monster.{nl}Berguna untuk mengikat sesuatu.
ITEM_20150811_006562	Potongan kue kering, disembunyikan di tumpukan rumput oleh seseorang. Ada tanah yang menempel.
ITEM_20150811_006563	Daun tumbuhan manis. Dimakan bersama obat yang pahit, untuk menyamamarkan rasa pahit obat.
ITEM_20150811_006564	Lebak putih segar dari ladang. Buahnya sehat tanpa cacat.
ITEM_20150811_006565	Balok ini tampaknya bisa dipakai sebagai kayu bakar. Bakar setumpuk kayu ini di lingkaran ajaib.
ITEM_20150811_006566	Boneka ajaib yang diberikan Rimas pada Arunas. Menghilangkan energi yang tak wajar bila dibakar di lingkaran ajaib.
ITEM_20150811_006567	Wizard Rimas memberi botol ini padamu. Ini hanya botol biasa.
ITEM_20150811_006568	Botol yang sepertiganya berisi aura jahat Ellum. Botol ini harus dipenuhi.
ITEM_20150811_006569	Botol yang dua per tiganya berisi aura jahat Ellum. Hampir penuh.
ITEM_20150811_006570	Botol berisi aura jahat Ellum.
ITEM_20150811_006571	Botol yang sepertiganya berisi aura keji Keposeed. Botol ini harus dipenuhi.
ITEM_20150811_006572	Botol yang dua per tiganya berisi aura keji Keposeed. Hampir penuh.
ITEM_20150811_006573	Botol berisi aura keji Keposeed.
ITEM_20150811_006574	Kepala dari patung kecil.{nl}Patung apakah ini?
ITEM_20150811_006575	Badan atas dari patung kecil.{nl}Telapak tangannya saling bertemu di dada.
ITEM_20150811_006576	Badan bawah dari patung kecil.{nl}Sedikit rusak dan sulit untuk mengenalinya.
ITEM_20150811_006577	Sayap dari patung kecil.{nl}Tidak terlihat seperti sayap burung.
ITEM_20150811_006578	Palu kayu untuk membuka drum bir.{nl}Berkualitas jelek, dan tidak tahan lama.
ITEM_20150811_006579	Lendir yang diludahi monster. Sepertinya bisa menjadi bahan perekat yang baik.
ITEM_20150811_006580	Sekantung gandum yang didapatkan dari monster.{nl}Sudah termakan sedikit.
ITEM_20150811_006581	Minuman pahit yang memberi peminumnya kekuatan.
ITEM_20150811_006582	Sebuah tongkat kayu yang dipotong dari bangunan sekitar.{nl}Ada rencana untuk menjadikannya senjata.
ITEM_20150811_006583	Kulit yang didapatkan dari monster-monster.{nl}Dapat digunakan untuk membuat berbagai macam senjata.
ITEM_20150811_006584	Sebuah wadah yang bisa mengumpulkan racun dari monster-monster. Terlihat sangat tua.
ITEM_20150811_006585	Sebuah alat bajak untuk membajak tanah. Memiliki mata pisau yang tajam.
ITEM_20150811_006586	Sebuah sekop untuk membersihkan rumput. Memiliki ujung yang runcing.
ITEM_20150811_006587	Alat kebun untuk membuat alur. Memiliki ujung yang runcing.
ITEM_20150811_006588	Alat kebun untuk menyingkirkan batu. Dibuat dengan baik.
ITEM_20150811_006589	Alat kebun untuk memisahkan tanah. Memiliki banyak ujung yang runcing.
ITEM_20150811_006590	Surat yang ditulis oleh Horacius untuk meminjam alat kebun. Dapat dibaca.
ITEM_20150811_006591	Sebuan Niole yang ditarik hingga ke akarnya.{nl}Akar dan daunnya dapat di konsumsi.
ITEM_20150811_006592	Sebuah batu sihir yang dibuat oleh Joana.{nl}Dikatakan dapat digunakan untuk menghancurkan lingkaran sihir.
ITEM_20150811_006593	Sebuah kantong benuh yang dicuri oleh monster-monster.{nl}Terdapat bebas gigitan pada kantungnya.
ITEM_20150811_006594	Sebuah onggokan daging yang tidak dapat dikenali. Berbau amis.
ITEM_20150811_006595	Sayap dari seekor Orange Dandel. Sepertinya mudah terbakar.
ITEM_20150811_006596	Bagian 2 dari penelitian milik Varkis yang ditemukan di Dykyne Fork. Dapat dibaca.
ITEM_20150811_006597	Bagian 3 dari penelitian milik Varkis yang ditemukan di Neck Cliff of Snake. Dapat dibaca.
ITEM_20150811_006598	Bagian 4 dari penelitian milik Varkis yang ditemukan di sekitar Apati Cliff. Dapat Dibaca.
ITEM_20150811_006599	Bagian 4 dari peneliatian milik Varkis. Dapat Dibaca.
ITEM_20150811_006600	Dikatakan dapat memperlihatkan monster-monster yang telah membunuh peziarah dalam pengaruh Curse of Rage saat di semprotkan. Akan tetapi, benda ini masih dalam percobaan.
ITEM_20150811_006601	Monster telah mengumpulkan berbagai jenis alat yang dicuri dari manusia. Ada kemungkinan untuk menemukan sebuah alat penggosok apabila mencari dengan benar.
ITEM_20150811_006602	Benda ini dapat mengubah cairah tubuh menjadi asam. Hati-hati untuk tidak menyentuhnya.
ITEM_20150811_006603	Cairah tubuh monster yang telah berubah menjadi asam. Tangani dengan hati-hati.
ITEM_20150811_006604	Sebuah ekstrak cairan yang didapat dari daun Craute. Disukai monster.
ITEM_20150811_006605	Bubuk tulang biasa. Dapat digunakan untuk membuat cairan lengket yang membantu tinta menempel ke permukaan. 
ITEM_20150811_006606	Sebuah gosokan batu nisan yang diberikan kepadamu oleh calon Oracle Adrijus di Nuoridin Falls. Terdapat tulisan "Dunia untuk orang mati di antara orang mati just seharusnya ada". Tulisan tersebut ditulis dahulu kala oleh Oracle-dalam-pelatihan lain, sehingga kepentingannya belum jelas.
ITEM_20150811_006607	Sebuah sekop yang dibuat dengan kasar. Memiliki durabilitas yang buruk dan terlihat akan rusak setelah sekali pemakaian.
ITEM_20150811_006608	Sebuah wadah penuh dengan perangkap umpan yang diberikan oleh Blacksmith.  Ketika di goyangkan, perangkap umpan akan jatuh darinya.
ITEM_20150811_006609	Sebuah cairan lengket yang didapat dari monster. Dapat digunakan sebagai perekat.
ITEM_20150811_006610	Seikat sikat kering yang dikumpulkan. Sepertinya dapat dengan mudah dibakar.
ITEM_20150811_006611	Sebuah jurnal yang ditulis oleh Eitbaras. Isinya merupakan ukiran pada batu-batu nisan di Namu Temple Ruins.
ITEM_20150811_006612	Sebuah pecahan tulang dari Halloventor Archer. Dapat digunakan sebagai alat anti karat.
ITEM_20150811_006613	Sebuah plat metal yang dicari oleh Eustace. Sangat berkarat karena berada di dalam sumur terlalu lama.
ITEM_20150811_006614	Sebuah tali dan magnet yang diberika Eustace kepadamu. Jika kamu menghubungkan tali tersebut ke katrol sumur, kamu bisa mendapatkan plat metal dari dasarnya.
ITEM_20150811_006615	Bubuk karat yang didapatkan dari plat metal berkarat. Beberapa monster akan bereaksi terhadapnya.
ITEM_20150811_006616	Sebuah cairan yang menggelegak. Campurkan dengan sebuah larutan asam untuk membuat penghilang karat.
ITEM_20150811_006617	Bahan perusak yang diberikan kepadamu oleh Alwida. Dapat merusak plat metal.
ITEM_20150811_006618	Plat metal yang diletakkan dibawah tanaman merambat. Dalam kondisi yang baik.
ITEM_20150811_006619	Sebuah tongkat yang didapatkan dari monster. Memiliki keunikan seperti logam.
ITEM_20150811_006620	Sebuah batu yang memiliki aura tidak biasa. Dengan menggosokkannya dengan sebuah tongkat seseorang dapat membuat sebuah Detection Rod.
ITEM_20150811_006621	Sebuah Detection Rod yang dapat digunakan untuk menemukan plat metal. Dibuat dengan kasar, dan sepertinya tidak akan bertahan lama.
ITEM_20150811_006622	Essence yang dibuat dengan menggunakan inti dari intensive spirits's device. Ini adalah amterial yang bisa didapat ketika kau menghancurkan intensive spirits's device, dan membantu untuk menenemukan detonator, yang dimana merupakan sebagai material lainnya untuk membuat orb.
ITEM_20150811_006623	Magic Orb yang dibuat dengan soul essence dan detonator menggunakan core of intensive spirits' device oleh Svitrigaila. Digunakan pada the intensive spirit' device,
ITEM_20150811_006624	Relics dari seorang prajurit yang mencoba memperbaiki petrified detector.
ITEM_20150811_006625	Barang-barang peninggalan prajurit yang meninggal saat melindungi Miners' Village.
ITEM_20150811_006626	Makanan yang dijarah para Vubbes di Miners' Village. Beberapa telah dimakan.
ITEM_20150811_006627	Materials yang diperlukan untuk menjadi seorang peltasta.
ITEM_20150811_006628	Laporan penelitian Priest Yosana. Berisi informasi mengenai ucapan mantra-mantra. Dapat dibaca.
ITEM_20150811_006629	Laporan penelitian Priest Roana. Berisi informasi untuk membatalkan kutukan. Dapat dibaca.
ITEM_20150811_006630	Laporan penelitian Priest Prosit. Berisi informasi mengenai efek-efek kutukan dan bagaimana mereka tersebar. Dapat dibaca.
ITEM_20150811_006631	Sebuah pusaka yang pernah di simpan oleh Church yang, sayangnya, telah dibuang di sepanjang Great Cathedral.
ITEM_20150811_006632	Sebuah bola yang dapat mendeteksi kekuatan suci.{nl}Dapat membantu pemakainya untuk menemukan Graceful Relic.
ITEM_20150811_006633	Sebuah sampel dari iblis untuk memecahkan rahasia kutukan.
ITEM_20150811_006634	Laporan penelitian tersegel yang menjelaskan kutukan-kutukan yang dikumpulkan oleh Priest Yosana.{nl}Sang pendeta berkata bahwa laporan itu hilang dalam sekejap.
ITEM_20150811_006635	Dapat membersihkan cairan-cairan iblis dengan aura suci Great Cathedral. Coba menggunakannya pada iblis-iblis.
ITEM_20150811_006636	Sebuah pusaka suci dari Church.{nl}Dikatakan benda ini dapat menghilang apabila ia merasakan energi jahat di dekatnya.
ITEM_20150811_006637	Sebuah kutukan yang menyebar secara terus-menerus.{nl}Tidak dapat dihancurkan dengan cara biasa.
ITEM_20150811_006638	Sebuah pisau yang diletakkan di atas sepotong kulit yang diukir dengan lingkaran sihir.{nl}Ada yang aneh dengan benda ini.
ITEM_20150811_006639	Cakar tajam seekor Lizardman. Anak pohon yang misterius bereaksi terhadapnya.
ITEM_20150811_006640	Sebuah sampel tanah yang dikumpulkan dari sekitar Farmer's Cabin. Terkena polusi yang berat.
ITEM_20150811_006641	Sebuah sampel tanah yang dikumpulkan dari sekitar Abandoned Workshop. Terkena polusi yang berat.
ITEM_20150811_006642	Cairan tubuh yang dikumpulkan dari Orange Tama.{nl}Digunakan untuk upacara pemurnian druid.
ITEM_20150811_006643	Sebuah kotak kecil berisi tunas-tunas. Penuh dengan benih.
ITEM_20150811_006644	Sebuah tas kotor. Nama Miren tersulam di dalamnya.
ITEM_20150811_006645	Bulu putih yang dipotong dari seekor Rambear.{nl}Berwarna abu-abu, seolah-olah sengaja dikotori.
ITEM_20150811_006646	Akar dari sebuah pohon anggur yang diminta oleh Researcher Monahan. Sepertinya sehat, tidak seperti batangnya.
ITEM_20150811_006647	Bagian-bagian dari tanduk Stumpy Tree. Pengawas kebun berkata ia harus memilikinya.
ITEM_20150811_006648	Sebuah penawar yang dapat menyembuhkan petani yang keracunan.{nl}Berikan kepada mereka secepatnya.
ITEM_20150811_006649	Sebuah ranting kayu yang beriki kekuatan druid.{nl}Dikatakan dapat menaklukkan monster.
ITEM_20150811_006650	Sebuah mangkuk batu yang berisi air.{nl}Memancarkan aura aneh yang sepertinya menarik perhatian monster.
ITEM_20150811_006651	Sebuah kalung emas yang diukir dengan simbol keluarga Shaton. Berlumuran darah.
ITEM_20150811_006652	Sebuah kantong obat yang dipesan Steward Valen dari Klaipeda. Berisi obat untuk menyembuhkan sebuah penyakit dalam.
ITEM_20150811_006653	Sebuah sampel monster yang diminta oleh Researcher Gareth. Akankah benda ini menjelaskan kerusakan tanaman-tanaman?
ITEM_20150811_006654	Sebuah sampel monster yang diminta oleh Pyromancer.{nl}Masih hangat.
ITEM_20150811_006655	Sebuah penawar yang dapat menyembuhkan penambang yang keracunan. Sang Hunter Master mengetahui resepnya.
ITEM_20150811_006656	Kulit yang diukir dengan simbol yang tidak diketahui. Kelihatan seperti lingkaran sihir.
ITEM_20150811_006657	Sebuah obat yang didapatkan dari Hunter Master. Menghasilkan penawar saat dicampur dengan sehelai Ridimed Leaf.
ITEM_20150811_006658	Bahan untuk membuat sebuah penawar.
ITEM_20150811_006659	Racun dari sebuah pisau yang tidak dapat di identifikasi. Sepertinya berhubungan dengan kulit yang ditandai dengan lingkaran sihir.
ITEM_20150811_006660	Orang sawah yang dibuat oleh Louise.
ITEM_20150811_006661	Sebuah alat yang mengendalikan pertumbuhan monster-monster. Sepertinya juga dapat bekerja pada tanaman.
ITEM_20150811_006662	Sebuah resep penawar yang ditulis oleh Hunter Master. Campurkan pelarut detoksifikasi dengan Ridimed Leaf.
ITEM_20150811_006663	Sebuah sampel dari monster-monster yang diminta oleh Pyromancer
ITEM_20150811_006664	Dapat menekan sihir apabila diletakkan di area dengan sihir yang kuat.
ITEM_20150811_006665	Sebuah kristal menuju ke sebuah tempat misterius.
ITEM_20150811_006666	Sebuah obat khusus yang hanya dapat dibuat oleh Charlotte. Menyebabkan tumbuhan layu dan mati.
ITEM_20150811_006667	Sebuah pedupaan yang dimasukkan kombinasi dupa-dupa khusus oleh Vaidota. Baunya melemahkan Vubbes.
ITEM_20150811_006668	Bahan kimia yang menyebabkan Vubbes berhalusinasi, mencegah mereka untuk mencapai pintu masuk.
ITEM_20150811_006669	Sebuah bongkahan dari seekor Moa, pemangsa Pantos. Baunya tidak enak.
ITEM_20150811_006670	Mata Fisherman. Sepertinya selalu menatapmu.
ITEM_20150811_006671	Sebuah intisari sekarat yang ditemukan dalam tubuh Ellom. Benda ini lengket.
ITEM_20150811_006672	Sebuah Eye of the Soul yang dapat melihat arwah yang tersembunyi. Dibuat oleh Bokor Master atas permintaan Knight-Commander Oscar, yang sedang menginvestigasi kasus insiden orang hilang Klaipeda Market.
ITEM_20150811_006673	Sebuah bahan yang dibutuhkan untuk membuat boneka jerami.
ITEM_20150811_006674	Sebuah bola yang dipersiapkan oleh Bokor Master untuk menenangkan arwah penduduk kota Andale yang dibunuh secara tidak adil.
ITEM_20150811_006675	Sebuah Orb of Comfort yang telah terisi penuh. Dapat menenangkan arwah penduduk kota Andale yang dibunuh secara tidak adil.
ITEM_20150811_006676	Sebuah alat sihir milik Cryomancer Master. Dapat membekukan bahkan arwah dari seekor monster.
ITEM_20150811_006677	Bagian dari arwah seekor monster, yang dipadatkan dalam sebuah kristal yang sangat dingin.
