QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20171128_002217	Going Below the Shadow (7)
QUEST_LV_0400_20171128_002218	What are you talking about?
QUEST_LV_0400_20171128_002219	Necessary Mistake (1)
QUEST_LV_0400_20171128_002220	Necessary Mistake (2)
QUEST_LV_0400_20171128_002221	Necessary Mistake (3)
QUEST_LV_0400_20171128_002222	I'll activate it.
QUEST_LV_0400_20171128_002223	Necessary Mistake (4)
QUEST_LV_0400_20171128_002224	Necessary Mistake (5)
QUEST_LV_0400_20171128_002225	Necessary Mistake (6)
QUEST_LV_0400_20171128_002226	Necessary Mistake (7)
QUEST_LV_0400_20171128_002227	I'll protect it with my life.
QUEST_LV_0400_20171128_002228	Necessary Mistake (8)
QUEST_LV_0400_20171128_002229	I'll provide support.
QUEST_LV_0400_20171128_002230	The History that Will Not Be Recorded (1)
QUEST_LV_0400_20171128_002231	The History that Will Not Be Recorded (2)
QUEST_LV_0400_20171128_002232	The History that Will Not Be Recorded (3)
QUEST_LV_0400_20171128_002233	I'm not ready yet.
QUEST_LV_0400_20171128_002234	The History that Will Not Be Recorded (4)
QUEST_LV_0400_20171128_002235	I'll follow the instructions.
QUEST_LV_0400_20171128_002236	The History that Will Not Be Recorded (5)
QUEST_LV_0400_20171128_002237	I need to take care of something first.
QUEST_LV_0400_20171128_002238	The History that Will Not Be Recorded (6)
QUEST_LV_0400_20171128_002239	The History that Will Not Be Recorded (7)
QUEST_LV_0400_20171128_002240	The History that Will Not Be Recorded (8)
QUEST_LV_0400_20171128_002241	The History that Will Not Be Recorded (9)
QUEST_LV_0400_20171128_002242	I will confront Giltine.
QUEST_LV_0400_20171128_002243	Don't talk.
QUEST_LV_0400_20171128_002244	Shadow of the Black Wing (1)
QUEST_LV_0400_20171128_002245	Shadow of the Black Wing (2)
QUEST_LV_0400_20171128_002246	Shadow of the Black Wing (3)
QUEST_LV_0400_20171128_002247	Shadow of the Black Wing (4)
QUEST_LV_0400_20171128_002248	Shadow of the Black Wing (5)
QUEST_LV_0400_20171128_002249	Let's begin.
QUEST_LV_0400_20171128_002250	Shadow of the Black Wing (6)
QUEST_LV_0400_20171128_002251	I will fight back.
QUEST_LV_0400_20171128_002252	The Clown from the Closing Show
QUEST_LV_0400_20171128_002253	I will pass this along.
QUEST_LV_0400_20171128_002254	Stop the Invasion
QUEST_LV_0400_20171128_002255	Retrieve Unidentified Records
QUEST_LV_0400_20171128_002256	Trading with Hostage at Stake
QUEST_LV_0400_20171128_002257	I can't. I have other missions to take care of.
QUEST_LV_0400_20171128_002258	[Trading with Hostage at Stake]{nl}Clear!
QUEST_LV_0400_20171128_002259	Crystal Stone at the Rest Place
QUEST_LV_0400_20171128_002260	I'll take care of it.
QUEST_LV_0400_20171128_002261	I'm afraid I can't.
QUEST_LV_0400_20171128_002262	Crystal Stone at the Lot
QUEST_LV_0400_20171128_002263	Ask for more time.
QUEST_LV_0400_20171128_002264	Investigating the Crystal Stone
QUEST_LV_0400_20171128_002265	Crystal Stone at the Crossroad (1)
QUEST_LV_0400_20171128_002266	I'll look into this.
QUEST_LV_0400_20171128_002267	I need to rest for a bit.
QUEST_LV_0400_20171128_002268	Crystal Stone at the Crossroad (2)
QUEST_LV_0400_20171128_002269	I won't do it.
QUEST_LV_0400_20171128_002270	It's filled with magical powers!
QUEST_LV_0400_20171128_002271	Crystal Stone at the Crossroad (3)
QUEST_LV_0400_20171128_002272	The Hidden Demon Lord
QUEST_LV_0400_20171128_002273	I'll go check it out.
QUEST_LV_0400_20171128_002274	Let's investigate the other side.
QUEST_LV_0400_20171128_002275	It won't be much of a problem.
QUEST_LV_0400_20171128_002276	Supply Removal Operation
QUEST_LV_0400_20171128_002277	Can you ask someone else to do it?
QUEST_LV_0400_20171128_002278	Investigation on Zibukas Crossroad's Ecosystem
QUEST_LV_0400_20171128_002279	I'll record it for you.
QUEST_LV_0400_20171128_002280	Burning Before Moving
QUEST_LV_0400_20171128_002281	Leave it to me.
QUEST_LV_0400_20171128_002282	I'm afraid it's too difficult for me.
QUEST_LV_0400_20171128_002283	For Fluid Investigation
QUEST_LV_0400_20171128_002284	I have other obligations.
QUEST_LV_0400_20171128_002285	Where is the Recruit? (1)
QUEST_LV_0400_20171128_002286	That's too much to ask of me.
QUEST_LV_0400_20171128_002287	Where is the Recruit? (2)
QUEST_LV_0400_20171128_002288	This will be too difficult to investigate.
QUEST_LV_0400_20171128_002289	Where is the Recruit? (3)
QUEST_LV_0400_20171128_002290	I'm afraid I can't.
QUEST_LV_0400_20171128_002291	Where the Blue Light Leads
QUEST_LV_0400_20171128_002292	I've just finished a battle. I can't.
QUEST_LV_0400_20171128_002293	Double Cross Trading
QUEST_LV_0400_20171128_002294	Telling the story
QUEST_LV_0400_20171128_002295	I get what you're saying. Tell me what happened next.
QUEST_LV_0400_20171128_002296	I don't know.
QUEST_LV_0400_20171128_002297	Crystal Stone in the Courtyard
QUEST_LV_0400_20171128_002298	It's too difficult for me.
QUEST_LV_0400_20171128_002299	Checking the crystal stone
QUEST_LV_0400_20171128_002300	Crystal Stone in the Garden (1)
QUEST_LV_0400_20171128_002301	No, I won't get involved. It's too complicated.
QUEST_LV_0400_20171128_002302	Crafted a Magic Nullification Bomb!
QUEST_LV_0400_20171128_002303	Crystal Stone in the Garden (2)
QUEST_LV_0400_20171128_002304	For Perfect Removal
QUEST_LV_0400_20171128_002305	It will be too difficult to find.
QUEST_LV_0400_20171128_002306	Activating self-destruction
QUEST_LV_0400_20171128_002307	Conclusion with Different Interests
QUEST_LV_0400_20171128_002308	I'll listen to it.
QUEST_LV_0400_20171128_002309	I won't listen to it.
QUEST_LV_0400_20171128_002310	A Leaf Grown by the Lake
QUEST_LV_0400_20171128_002311	I'll help you later.
QUEST_LV_0400_20171128_002312	Ingredient for Maximizing the Effect
QUEST_LV_0400_20171128_002313	I'll go find it.
QUEST_LV_0400_20171128_002314	Let's look for other ingredients.
QUEST_LV_0400_20171128_002315	Spiritually Infused Lakeland Sap
QUEST_LV_0400_20171128_002316	I'll make it for you.
QUEST_LV_0400_20171128_002317	That's too much of a hassle.
QUEST_LV_0400_20171128_002318	Sap of Wonders
QUEST_LV_0400_20171128_002319	See for yourself.
QUEST_LV_0400_20171128_002320	Reducing as Much as Possible
QUEST_LV_0400_20171128_002321	I have other appointments.
QUEST_LV_0400_20171128_002322	I Can Hear You Singing (1)
QUEST_LV_0400_20171128_002323	I Can Hear You Singing (2)
QUEST_LV_0400_20171128_002324	From which monster is the yellow juice from?
QUEST_LV_0400_20171128_002325	I can't. Ask someone else for help.
QUEST_LV_0400_20171128_002326	I Can Hear You Singing (3)
QUEST_LV_0400_20171128_002327	Go look for Teresh pollen.
QUEST_LV_0400_20171128_002328	I Can Hear You Singing (4)
QUEST_LV_0400_20171128_002329	Go ahead.
QUEST_LV_0400_20171128_002330	Do it later, just in case.
QUEST_LV_0400_20171128_002331	Follow Indrea to Skauda Lot.
QUEST_LV_0400_20171128_002332	I Can Hear You Singing (5)
QUEST_LV_0400_20171128_002333	I'll go look for some raspberry juice.
QUEST_LV_0400_20171128_002334	It'll be better if you look for it yourself.
QUEST_LV_0400_20171128_002335	Indrea is applying raspberry juice on some branches.
QUEST_LV_0400_20171128_002336	I Can Hear You Singing (6)
QUEST_LV_0400_20171128_002337	I'll go lure some star fireflies.
QUEST_LV_0400_20171128_002338	It'd be better if you do it yourself.
QUEST_LV_0400_20171128_002339	I Can Hear You Singing (7)
QUEST_LV_0400_20171128_002340	Let's observe the situation for now.
QUEST_LV_0400_20171128_002341	Follow Indrea to Paslepti Lot.
QUEST_LV_0400_20171128_002342	I Can Hear You Singing (8)
QUEST_LV_0400_20171128_002343	Look around.
QUEST_LV_0400_20171128_002344	I didn't get what you were saying. Good luck with that.
QUEST_LV_0400_20171128_002345	I Can Hear You Singing (10)
QUEST_LV_0400_20171128_002346	Let's listen to the song.
QUEST_LV_0400_20171128_002347	Have fun listening.
QUEST_LV_0400_20171128_002348	I Can Hear You Singing (11)
QUEST_LV_0400_20171128_002349	Try it yourself.
QUEST_LV_0400_20171128_002350	A Dog Wandering Tekel Shelter
QUEST_LV_0400_20171128_002351	Follow.
QUEST_LV_0400_20171128_002352	Don't Follow.
QUEST_LV_0400_20171128_002353	Into a Dogfight
QUEST_LV_0400_20171128_002354	It's too difficult. I refuse.
QUEST_LV_0400_20171128_002355	The road to Narvas Temple is filled with demons fighting amongst themselves.{nl}As the monk said, burn the hunter demons' base to lure them out.
QUEST_LV_0400_20171128_002356	Creating Distractions (1)
QUEST_LV_0400_20171128_002357	Creating Distractions (2)
QUEST_LV_0400_20171128_002358	The situation is under control.{nl}Gather Sporgimo flowers.
QUEST_LV_0400_20171128_002359	Creating Distractions (3)
QUEST_LV_0400_20171128_002360	You've gathered enough Sporgimo flowers.{nl}Place the flowers at the demons' structures.
QUEST_LV_0400_20171128_002361	Creating Distractions (4)
QUEST_LV_0400_20171128_002362	Creating Distractions (5)
QUEST_LV_0400_20171128_002363	Hide.
QUEST_LV_0400_20171128_002364	The situation seems fine so far.
QUEST_LV_0400_20171128_002365	To Izoliacjia Plateau
QUEST_LV_0400_20171128_002366	The demons guarding the place have been taken care of.{nl}Go to Narvas Temple through Izoliacjia Plateau.
QUEST_LV_0400_20171128_002367	Narvas Temple's Barrier (1)
QUEST_LV_0400_20171128_002368	I've been sent here by a monk from Tekel Shelter.
QUEST_LV_0400_20171128_002369	I need a moment to take a breath. I'll tell you right after.
QUEST_LV_0400_20171128_002370	Narvas Temple's Barrier (2)
QUEST_LV_0400_20171128_002371	Request others for help.
QUEST_LV_0400_20171128_002372	Narvas Temple's Barrier (3)
QUEST_LV_0400_20171128_002373	Help Monk Aistis.
QUEST_LV_0400_20171128_002374	I'll help you shortly after.
QUEST_LV_0400_20171128_002375	Narvas Temple's Barrier (4)
QUEST_LV_0400_20171128_002376	I'll deal with the demons. You go gather the components.
QUEST_LV_0400_20171128_002377	It looks too dangerous.
QUEST_LV_0400_20171128_002378	Narvas Temple's Barrier (5)
QUEST_LV_0400_20171128_002379	What do you need me to do?
QUEST_LV_0400_20171128_002380	Let's leave it be, and go somewhere else.
QUEST_LV_0400_20171128_002381	Narvas Temple's Barrier (6)
QUEST_LV_0400_20171128_002382	Turn off the defensive system! Hurry!
QUEST_LV_0400_20171128_002383	Narvas Temple's Barrier (7)
QUEST_LV_0400_20171128_002384	Assist Monk Aistis.
QUEST_LV_0400_20171128_002385	You'll be fine on your own.
QUEST_LV_0400_20171128_002386	Narvas Temple's Barrier (8)
QUEST_LV_0400_20171128_002387	Let's go straight inside.
QUEST_LV_0400_20171128_002388	Narvas Temple's Barrier (9)
QUEST_LV_0400_20171128_002389	Go inside with Monk Aistis.
QUEST_LV_0400_20171128_002390	Go inside right away.
QUEST_LV_0400_20171128_002391	In to the Lion's Mouth (1)
QUEST_LV_0400_20171128_002392	It's too dangerous. We need more people.
QUEST_LV_0400_20171128_002393	In to the Lion's Mouth (2)
QUEST_LV_0400_20171128_002394	Won't the demons notice us?
QUEST_LV_0400_20171128_002395	Let's look for other energy sources.
QUEST_LV_0400_20171128_002396	Delivering Strong Essence of Demon.
QUEST_LV_0400_20171128_002397	In to the Lion's Mouth (3)
QUEST_LV_0400_20171128_002398	Just say the word, and I'll help.
QUEST_LV_0400_20171128_002399	I don't think that's a good idea.
QUEST_LV_0400_20171128_002400	In to the Lion's Mouth (4)
QUEST_LV_0400_20171128_002401	Delivering Corrupted Essence.
QUEST_LV_0400_20171128_002402	In to the Lion's Mouth (5)
QUEST_LV_0400_20171128_002403	Who are you talking about?
QUEST_LV_0400_20171128_002404	Get out of the area.
QUEST_LV_0400_20171128_002405	In to the Lion's Mouth (6)
QUEST_LV_0400_20171128_002406	It can't be! I'll go save the monks.
QUEST_LV_0400_20171128_002407	Let's just go past them.
QUEST_LV_0400_20171128_002408	Stopping the spirit transformation device
QUEST_LV_0400_20171128_002409	In to the Lion's Mouth (7)
QUEST_LV_0400_20171128_002410	Go to the area.
QUEST_LV_0400_20171128_002411	Go on ahead.
QUEST_LV_0400_20171128_002412	In to the Lion's Mouth (8)
QUEST_LV_0400_20171128_002413	Go to the locked system to bring the parts.
QUEST_LV_0400_20171128_002414	It seems too difficult for me.
QUEST_LV_0400_20171128_002415	Placing the Apparition Generator
QUEST_LV_0400_20171128_002416	In to the Lion's Mouth (9)
QUEST_LV_0400_20171128_002417	Follow her words.
QUEST_LV_0400_20171128_002418	In to the Lion's Mouth (10)
QUEST_LV_0400_20171128_002419	Let's leave it be.
QUEST_LV_0400_20171128_002420	Everything will go as we planned.
QUEST_LV_0400_20171128_002421	Listen to further plans.
QUEST_LV_0400_20171128_002422	It's getting more dangerous by the minute.
QUEST_LV_0400_20171128_002423	One by One
QUEST_LV_0400_20171128_002424	Approach Deception Hauberk.
QUEST_LV_0400_20171128_002425	Suspiciously Secretive (1)
QUEST_LV_0400_20171128_002426	How shall I conduct the search?
QUEST_LV_0400_20171128_002427	Suspiciously Secretive (2)
QUEST_LV_0400_20171128_002428	It seems complicated, but I'll try.
QUEST_LV_0400_20171128_002429	Let's come up with another plan.
QUEST_LV_0400_20171128_002430	Placing the flesh of Black Hohen Olben
QUEST_LV_0400_20171128_002431	Placed the flesh of Black Hohen Olben.
QUEST_LV_0400_20171128_002432	Suspiciously Secretive (3)
QUEST_LV_0400_20171128_002433	Go and deal with King Hammer.
QUEST_LV_0400_20171128_002434	Placing King Hammer's Blood
QUEST_LV_0400_20171128_002435	Placed King Hammer's Blood
QUEST_LV_0400_20171128_002436	Suspiciously Secretive (4)
QUEST_LV_0400_20171128_002437	Prepare to approach Suspicion Hauberk.
QUEST_LV_0400_20171128_002438	I need some time to prepare.
QUEST_LV_0400_20171128_002439	Suspiciously Secretive (5)
QUEST_LV_0400_20171128_002440	Go to alter the system.
QUEST_LV_0400_20171128_002441	We need more experts.
QUEST_LV_0400_20171128_002442	Suspiciously Secretive (6)
QUEST_LV_0400_20171128_002443	Approach Suspicion Hauberk.
QUEST_LV_0400_20171128_002444	Suspiciously Secretive (7)
QUEST_LV_0400_20171128_002445	How would you like to do this?
QUEST_LV_0400_20171128_002446	Leave the area.
QUEST_LV_0400_20171128_002447	Suspiciously Secretive (8)
QUEST_LV_0400_20171128_002448	I'll go and retrieve the essence.
QUEST_LV_0400_20171128_002449	Never mind that. Let's just use the Registry Orb.
QUEST_LV_0400_20171128_002450	Placing essence of Black Harugal
QUEST_LV_0400_20171128_002451	Placed essence of Black Harugal.
QUEST_LV_0400_20171128_002452	Suspiciously Secretive (9)
QUEST_LV_0400_20171128_002453	Leave and use the Registry Orb.
QUEST_LV_0400_20171128_002454	I need a moment to prepare.
QUEST_LV_0400_20171128_002455	Ambition Hauberk's minions are brainwashed.{nl}Closely watch the minions give a false report to Ambition Hauberk.
QUEST_LV_0400_20171128_002456	Suspiciously Secretive (10)
QUEST_LV_0400_20171128_002457	Suspiciously Secretive (11)
QUEST_LV_0400_20171128_002458	Go to Monk Aistis.
QUEST_LV_0400_20171128_002459	I'm getting nervous...
QUEST_LV_0400_20171128_002460	Reactivating Narvas Temple
QUEST_LV_0400_20171128_002461	We can defeat all three Hauberks without using it.
QUEST_LV_0400_20171128_002462	Narvas Temple is being reactivated.{nl}Use the portal device to go to Hauberk.
QUEST_LV_0400_20171128_002463	Long Dreams Are Dreamt at Narvas Temple (1)
QUEST_LV_0400_20171128_002464	Using the portal
QUEST_LV_0400_20171128_002465	Long Dreams Are Dreamt at Narvas Temple (2)
QUEST_LV_0400_20171128_002466	What will happen, then?
QUEST_LV_0400_20171128_002467	Good work. I'll get going now.
QUEST_LV_0400_20171128_002468	I Can Hear You Singing (9)
QUEST_LV_0400_20171128_002469	Follow Indrea to Dainuoti Lot.
QUEST_LV_0400_20171128_002470	First Guest's Role
QUEST_LV_0400_20171128_002471	Talk to Neringa
QUEST_LV_0400_20171128_002472	Someone is waiting to meet you from deep inside Nobreer Forest.
QUEST_LV_0400_20171128_002473	Neringa needs the savior's help to realize what Laima has foreseen. Let's hear what Neringa has to say.
QUEST_LV_0400_20171128_002474	Neringa has told you of the savior's role in all this. Talk to her and proceed with the plan.
QUEST_LV_0400_20171128_002475	Neringa is waiting for you to finish the preparations.
QUEST_LV_0400_20171128_002476	Enter Fantasy Library
QUEST_LV_0400_20171128_002477	You told Neringa that you will follow Goddess Laima's forecast and act with her. Enter Fantastic Library: Sausis Room 9 through the portal.
QUEST_LV_0400_20171128_002478	Talk to Goddess Vaivora
QUEST_LV_0400_20171128_002479	You've entered Sausis Room 9. You are waiting for Goddess Vaivora to give instructions.
QUEST_LV_0400_20171128_002480	Neringa is waiting for you in Sausis Room 9.
QUEST_LV_0400_20171128_002481	Defeat the demons who have infiltrated the place
QUEST_LV_0400_20171128_002482	Neringa instructed you to defeat demons who have intruded Sausis Room 9. By doing this, you might gain Goddess Vaivora's trust.
QUEST_LV_0400_20171128_002483	You have defeated enough demons. Talk to Neringa and ask for further instructions.
QUEST_LV_0400_20171128_002484	Defeat the demons in the area
QUEST_LV_0400_20171128_002485	Collect Scattered Records
QUEST_LV_0400_20171128_002486	Neringa has asked you to collect Scattered Records that were scattered by demons. Goddess Vaivora wants her records to be properly organized.
QUEST_LV_0400_20171128_002487	You've collected enough Scattered Records. Return to Neringa to ask what her next plan is.
QUEST_LV_0400_20171128_002488	Nailed Down Destiny
QUEST_LV_0400_20171128_002489	Remove demons' Kupole traps
QUEST_LV_0400_20171128_002490	Neringa has asked you to destroy the traps that demons have set to stop Vaivora's Kupoles. It will be dangerous, but if you help her Kupoles, you will definitely gain her trust.
QUEST_LV_0400_20171128_002491	Talk to Kupole Rugile
QUEST_LV_0400_20171128_002492	You've removed enough Kupole traps that were set by demons. Neringa has asked you to tell Kupole Rugile of your success and provide further assistance.
QUEST_LV_0400_20171128_002493	Kupole Rugile is waiting for you in Sausis Room 9.
QUEST_LV_0400_20171128_002494	Remove the demons' points of invasion
QUEST_LV_0400_20171128_002495	Kupole Rugile has asked you to remove the demons' points of invasion by using a Dimensional Search Scroll.
QUEST_LV_0400_20171128_002496	You've removed enough points of invasion. Return to Kupole Rugile and report.
QUEST_LV_0400_20171128_002497	Kupole Rugile needs your help in dealing with demons in Sausis Room 9. Defeat demons around the area to help Kupole Rugile.
QUEST_LV_0400_20171128_002498	You've defeated enough demons. Return to Kupole Rugile and report.
QUEST_LV_0400_20171128_002499	You've finished all of Kupole Rulgile's requests as Neringa has instructed. Return to Neringa.
QUEST_LV_0400_20171128_002500	Going Below the Shadow
QUEST_LV_0400_20171128_002501	Neringa is waiting for you in Sausis Room 10.
QUEST_LV_0400_20171128_002502	Destroy the corrupted crystals
QUEST_LV_0400_20171128_002503	Neringa has instructed you to destroy the corrupted crystals, which are planted by demons to incapacitate Fantasy Library's defenses. If these crystals aren't destroyed, Kupoles will be neutralized, which will reveal Neringa's location to the Beholder.
QUEST_LV_0400_20171128_002504	You've destroyed enough corrupted crystals. Return to Neringa and report.
QUEST_LV_0400_20171128_002505	Neringa has instructed you to defeat the demons who are threatening Kupole Saya. Defeat the demons around Kupole Saya.
QUEST_LV_0400_20171128_002506	Talk to Kupole Saya
QUEST_LV_0400_20171128_002507	You've defeated enough demons as Neringa has instructed. Go to Kupole Saya.
QUEST_LV_0400_20171128_002508	Kupole Saya is waiting for you in Sausis Room 10
QUEST_LV_0400_20171128_002509	Collect Trasium Pieces
QUEST_LV_0400_20171128_002510	Kupole Saya has asked you to collect Trasium Pieces to repair the holy relic.
QUEST_LV_0400_20171128_002511	You've collected enough Trasium Pieces. Hand them over to Kupole Saya.
QUEST_LV_0400_20171128_002512	Kupole Saya has told you that Neringa is looking for you. Return to Neringa.
QUEST_LV_0400_20171128_002513	Deactivate the Magic Prison
QUEST_LV_0400_20171128_002514	Neringa has told you that Kupole Ouida, Vaivora's right hand, is locked inside a magic prison. Deactivate the magic prison and rescue Kupole Ouida.
QUEST_LV_0400_20171128_002515	Talk to Kupole Ouida
QUEST_LV_0400_20171128_002516	You have rescued Kupole Ouida from the magic prison. Talk to Kupole Ouida.
QUEST_LV_0400_20171128_002517	Kupole Ouida is waiting for you in Sausis Room 10.
QUEST_LV_0400_20171128_002518	Protect the Protection Crystal.
QUEST_LV_0400_20171128_002519	Defeat all the demons who are trying to destroy the Protection Crystal.
QUEST_LV_0400_20171128_002520	You've defeated all the demons who were trying to destroy the Protection Crystal. Talk to Neringa.
QUEST_LV_0400_20171128_002521	Face to Face with the Beholder
QUEST_LV_0400_20171128_002522	The Beholder has arrived, just like Neringa said. Listen to what he has to say.
QUEST_LV_0400_20171128_002523	The Beholder is gone. Ask Neringa about her next plan.
QUEST_LV_0400_20171128_002524	Necessary Mistake
QUEST_LV_0400_20171128_002525	Neringa is waiting for you in Valandis Room 2.
QUEST_LV_0400_20171128_002526	You have finally caught Goddess Vaivora's attention. Talk to Goddess Vaivora.
QUEST_LV_0400_20171128_002527	Goddess Vaivora has left after giving instructions. Discuss the details with Neringa.
QUEST_LV_0400_20171128_002528	Neringa has informed you that killing demons will force Litae to come out and ask for more help. Go defeat some demons.
QUEST_LV_0400_20171128_002529	Talk to Kupole Litae
QUEST_LV_0400_20171128_002530	Kupole Litae has appeared, and is looking for you.
QUEST_LV_0400_20171128_002531	Kupole Litae is waiting for you in Valandis Room 2.
QUEST_LV_0400_20171128_002532	Recharge the Magic Device
QUEST_LV_0400_20171128_002533	Kupole Litae has told you that you must recharge the magic device for Goddess Vaivora to seal Giltine away. The recharged device will then appear where it's needed. Recharge the magic device.
QUEST_LV_0400_20171128_002534	You have recharged the magic device. Report to Kupole Litae.
QUEST_LV_0400_20171128_002535	Collect Nobrenal Powers
QUEST_LV_0400_20171128_002536	Neringa has asked you to collect Nobrenal Powers to protect yourself when facing Giltine. Collect Nobrenal Powers in Valandis Room 2.
QUEST_LV_0400_20171128_002537	You have collected enough Nobrenal Powers. Give them to Neringa.
QUEST_LV_0400_20171128_002538	Neringa has instructed you to meet with Goddess Vaivora.
QUEST_LV_0400_20171128_002539	Talk to Kupole Danute
QUEST_LV_0400_20171128_002540	Kupole Danute is waiting for you in Valandis Room 2.
QUEST_LV_0400_20171128_002541	Collect the necessary tools for maintaining the magic device
QUEST_LV_0400_20171128_002542	Kupole Danute has mentioned that maintaining magic devices is crucial in carrying out Vaivora's plans. However, more Dimensional Essences are needed for that. You've been asked to defeat demons and take their magic sources.
QUEST_LV_0400_20171128_002543	You've collected enough magic sources. Give them to Kupole Danute.
QUEST_LV_0400_20171128_002544	Protect the Protection Crystal
QUEST_LV_0400_20171128_002545	Kupole Danute has asked you to protect the Protection Crystal in Valandis Room 2. This will help Vaivora's plan. Eliminate the demons around the Protection Crystal to protect it.
QUEST_LV_0400_20171128_002546	You have protected the Protection Crystal. Report to Kupole Danute.
QUEST_LV_0400_20171128_002547	Sealing Altar
QUEST_LV_0400_20171128_002548	Giltine hasn't fallen for Goddess Vaivora's trap. Defeat the Templeshooters and retrieve Record: Giltine from them.
QUEST_LV_0400_20171128_002549	You've retrieved Record: Giltine by defeating Templeshooters. Discuss with Neringa about the next plan.
QUEST_LV_0400_20171128_002550	The History that Will Not Be Recorded
QUEST_LV_0400_20171128_002551	Neringa is waiting for you in Valandis Room 3.
QUEST_LV_0400_20171128_002552	Neringa has told you to listen to Goddess Vaivora's plans from her, and follow further instructions.
QUEST_LV_0400_20171128_002553	You have listened to Goddess Vaivora's plans. Before carrying out her plans, discuss with Neringa.
QUEST_LV_0400_20171128_002554	Goddess Vaivora is waiting for you in Valandis Room 3.
QUEST_LV_0400_20171128_002555	Protect the Bluenode Collapsing Device
QUEST_LV_0400_20171128_002556	Goddess Vaivora has asked you to protect the Bluenode Collapsing Device for it to run in a stable state.
QUEST_LV_0400_20171128_002557	You have defeated all demons who have been attacking the Bluenode Collapsing Device.
QUEST_LV_0400_20171128_002558	Collect Monumental Magic Sources
QUEST_LV_0400_20171128_002559	Goddess Vaivora has asked you to collect Monumental Magic Source to recharge the Flicid Collapsing Device. She has also told you to go to Neringa for instructions after collecting the sources.
QUEST_LV_0400_20171128_002560	You have collected enough Monumental Magic Source. Go to Neringa for further instructions.
QUEST_LV_0400_20171128_002561	Activate the Flicid Collapsing Device
QUEST_LV_0400_20171128_002562	Neringa has instructed you on the final plan and how to activate the Flicid Collapsing Device. Activate the Flicid Collapsing Device.
QUEST_LV_0400_20171128_002563	The Flicid Collapsing Device has been activated. Report to Goddess Vaivora.
QUEST_LV_0400_20171128_002564	Talk to Kupole Scaia
QUEST_LV_0400_20171128_002565	Goddess Vaivora has asked you to help Kupole Scaia and activate the Ballandans Collapsing Device. First, go find Kupole Scaia.
QUEST_LV_0400_20171128_002566	Kupole Scaia is waiting for you in Valandis Room 3.
QUEST_LV_0400_20171128_002567	Kupole Scaia has asked you to defeat the demons in the area to activate the collapsing device. Defeat the demons and activate the Ballandans Collapsing Device.
QUEST_LV_0400_20171128_002568	Activate the Ballandans Collapsing Device
QUEST_LV_0400_20171128_002569	Kupole Scaia has asked you to activate the Ballandans Collapsing Device. Activate the device and protect it from the demons' attacks.
QUEST_LV_0400_20171128_002570	You have activated the Ballandans Collapsing Device. Return to Goddess Vaivora.
QUEST_LV_0400_20171128_002571	Defeat Demon Lord Lucy
QUEST_LV_0400_20171128_002572	Neringa has instructed you to make it look as if demons have destroyed the Ballanorth Collapsing Device. After activating the device, defeat Demon Lord Lucy near the device. After defeating Demon Lord Lucy, the magic explosion will overload the collapsing device and destroy it.
QUEST_LV_0400_20171128_002573	As planned, Demon Lord Lucy has been defeated, and the Ballanorth Collapsing Device has been destroyed due to overload. Report to Neringa.
QUEST_LV_0400_20171128_002574	Neringa is waiting for you in Valandis Room 91.
QUEST_LV_0400_20171128_002575	Shadow of the Black Wing
QUEST_LV_0400_20171128_002576	Destroy Demon Dimensional Door
QUEST_LV_0400_20171128_002577	Before fighting Giltine, Neringa has told you to destroy the Dimensional Doors that the demons have been using for their invasions. Destroy all the Dimensional Doors before meeting with Neringa.
QUEST_LV_0400_20171128_002578	Track down Giltine
QUEST_LV_0400_20171128_002579	Neringa has told you that Giltine has approached the Revelation. Protect and follow Neringa to track down Giltine.
QUEST_LV_0400_20171128_002580	Confront Demon Goddess Giltine
QUEST_LV_0400_20171128_002581	Demon Goddess Giltine has finally reached the Revelation. Neringa has told you to follow Laima's prophecy and put on end to the plan.
QUEST_LV_0400_20171128_002582	You have followed Laima's prophecy. Report to Goddess Vaivora.
QUEST_LV_0400_20171128_002583	Defeat the demons carrying Magic Signals
QUEST_LV_0400_20171128_002584	Kupole Rugile has asked you to eliminate demons who have been creating points of invasions. Defeat the demons who are carrying Magic Signals.
QUEST_LV_0400_20171128_002585	You have defeated enough demons carrying Magic Signals. Report to Kupole Rugile.
QUEST_LV_0400_20171128_002586	Kupole Rugile has told you that the demons have stolen unidentified records. Defeat the demons to retrieve the records.
QUEST_LV_0400_20171128_002587	You have retrieved enough unidentified records. Give them to Kupole Rugile.
QUEST_LV_0400_20171128_002588	Talk to Skirgaila
QUEST_LV_0400_20171128_002589	Something has happened to Skirgaila, who is a member of the resistance scouts.{nl}Go talk to Skirgaila.
QUEST_LV_0400_20171128_002590	Talk to the Beholder
QUEST_LV_0400_20171128_002591	A lieutenant of the search squad has been captured by the Beholder.{nl}Find the Beholder and ask what happened.
QUEST_LV_0400_20171128_002592	You'll have to help the Beholder to save the lieutenant.{nl}Talk to the Beholder.
QUEST_LV_0400_20171128_002593	Absorb magic from a Crystal stone in Prieblanda Rest Place
QUEST_LV_0400_20171128_002594	In order to remove the protection wall surrounding a Crystal Stone in Prieblanda Rest Place, find the deactivation procedure to deactivate its protection. After the protection has been removed, absorb magic from the Crystal Stone.
