ETC_20150317_000001	케파
ETC_20150317_005299	미안해요. 뒷 일을 부탁할게요!
ETC_20150317_005300	뭔가 보이는게 있습니까?
ETC_20150317_005301	제 눈엔 아무것도 보이질 않는군요.
ETC_20150317_005302	이건.. 
ETC_20150317_005303	숨을 쉴 수가..
ETC_20150317_005304	바키스
ETC_20150317_005305	이 병사를 죽음으로 몰고 간 몬스터들이 나타난 것 같습니다!{nl}이들을 처치하고 병사의 명복을 빌어 주세요!
ETC_20150317_005306	처지해라
ETC_20150317_005307	큰일이예요!!
ETC_20150317_005308	어서 렉시퍼를 막아야 되요!!!
ETC_20150317_005309	으악!!!!
ETC_20150317_005310	도와줘요!!!
ETC_20150317_005311	 더 이상 나를 방해하면..
ETC_20150317_005312	이 여자는 세상에서 사라질 것이다
ETC_20150317_005313	피포티의 동료
ETC_20150317_005314	으...사람 살려
ETC_20150317_005315	채퍼리션이 나타나 쿠쟝의 물건을 부쉈습니다!{nl}채퍼리션을 처치하세요!
ETC_20150317_005316	너의 운은 여기까지다!!!!
ETC_20150317_005317	막아라!!
ETC_20150317_005318	고, 골렘이다!
ETC_20150317_005319	아라스
ETC_20150317_005320	지금!
ETC_20150317_005321	마족
ETC_20150317_005322	어리석은 녀석
ETC_20150317_005323	더 고통스럽게 해주마
ETC_20150317_005324	지역 약초상
ETC_20150317_005325	..해서 없앨 수 있습니다요.
ETC_20150317_005326	찾았다, 계시자..{nl}드디어..
ETC_20150317_005327	이건.. 몬스터잖아?
ETC_20150317_005328	저 몬스터.. 쓸만하겠어.
ETC_20150317_005329	잠깐, 저 자는..
ETC_20150317_005330	그렇습니다! 저희도 나가서 싸우고 싶습니다!
ETC_20150317_005331	몰트라는 믿을만한 {nl}친구에게 맡겼습니다.
ETC_20150317_005332	스피온은 저희의 친굽니다.{nl}허락만 해주신다면 함께 가고 싶습니다
ETC_20150317_005333	라이몬다스님만 허락해 주신다면{nl}꼭 전선에 나가고 싶습니다!
ETC_20150317_005334	이런 소리지!
ETC_20150317_005335	넌 나랑 같이 가자꾸나!
ETC_20150317_005336	브란
ETC_20150317_005337	아까 그 약초꾼?
ETC_20150317_005338	스피온!!!!!
ETC_20150317_005339	피트
ETC_20150317_005340	무슨 소리야?
ETC_20150317_005341	일단 골렘부터!
ETC_20150317_005342	덤블볼을 태우자 화가 난 부베들이 달려듭니다!
ETC_20150317_005343	아우스테야 신도
ETC_20150317_005344	여신 아우스테야
ETC_20150317_005345	아우스테야 제단
ETC_20150317_005346	봉인탑
ETC_20150317_005347	거대한 변이 식물
ETC_20150317_005348	당신이 바로 그 계시자로군요.
ETC_20150317_005349	이곳에서 일어나고 있는 일들의 원인은 다른 곳에 있습니다.
ETC_20150317_005350	이곳에선 이야기하기 어려우니 흔들리는 경작지로 찾아와주시기 바랍니다.
ETC_20150317_005351	조사도구
ETC_20150317_005352	저기, 새끼 포아타입니다!!!
ETC_20150317_005353	쫓아라!! 이번엔 놓치면 안돼!!!
ETC_20150317_005354	캠프를 벗어나면 안돼!!! 아쉽지만 돌아가자!!
ETC_20150317_005355	이봐!!! 멈춰 위험해!!
ETC_20150317_005356	캠프로 돌아가 어서!!
ETC_20150317_005357	자, 수속은 제가 할테니...
ETC_20150317_005358	이 비명소리는 뭐지?
ETC_20150317_005359	전투 준비!
ETC_20150317_005360	습격입니다!!
ETC_20150317_005361	피난민
ETC_20150317_005362	움...움직이잖아!!
ETC_20150317_005363	고..골렘이다!!!
ETC_20150317_005364	이런 곳에 왜 골렘 잔해가 있는거지?
ETC_20150317_005365	이봐!!! 위험해!! 도망쳐!!
ETC_20150317_005366	죽은 걸까요?
ETC_20150317_005367	어...엇!!
ETC_20150317_005368	달려드는 대형 케파를 처치하세요!
ETC_20150317_005369	대형 케파가 여기까지..!
ETC_20150317_005370	연금술사 바이도타스
ETC_20150317_005371	2광구 폐쇄 안내
ETC_20150317_005372	주민들을 대피시켜!!
ETC_20150317_005373	멈춰라!!
ETC_20150317_005374	동쪽 숲 병사
ETC_20150317_005375	자 어서 갑시다 여보, 아부지!
ETC_20150317_005376	정말 다행이네요. 어서 가요!
ETC_20150317_005377	늙은 것이 너희들 고생만 시키는구나..
ETC_20150317_005378	달려드는 부베들을 처치하세요!
ETC_20150317_005379	정말 고생하셨어요!
ETC_20150317_005380	어딨어!!!
ETC_20150317_005381	일로 나오라고!!!
ETC_20150317_005382	가시 관문
ETC_20150317_005383	무언가 담겨있는 주머니
ETC_20150317_005384	마력수정을 정제하는 동안 습격해 오는 몬스터 처치
ETC_20150317_005385	사울레 여신의 신도
ETC_20150317_005386	소환 수정
ETC_20150317_005387	마족 소환진 파괴하기
ETC_20150317_005388	샤울레 여신의 신도
ETC_20150317_005389	메로그들입니다!
ETC_20150317_005390	정화의 제단을 몬스터에게서 보호하세요
ETC_20150317_005391	허니핀 등장!
ETC_20150317_005392	강화된 가시 꽃가루 각성제를 마신 후 지나가자!
ETC_20150317_005393	계시
ETC_20150317_005394	여긴 위험하니 도망치십시오!
ETC_20150317_005395	지원인가?
ETC_20150317_005396	도망쳐!!
ETC_20150317_005397	썩은 나무 등걸
ETC_20150317_005398	크로뉴트 임시
ETC_20150317_005399	인프로 호글란 임시
ETC_20150317_005400	드디어 전투인가.
ETC_20150317_005401	신병, 너무 겁먹지 말라고.
ETC_20150317_005402	어디지?
ETC_20150317_005403	가자! 신병도 따라와!
ETC_20150317_005404	가이갈라스가 나타났어!
ETC_20150317_005405	이쪽이다. 따라와!
ETC_20150317_005406	무덤
ETC_20150317_005407	입구 경고문
ETC_20150317_005408	왕릉 억제기
ETC_20150317_005409	수호자 정화장치
ETC_20150317_005410	오작동하는 수호장치
ETC_20150317_005411	마력이 정화되자 마족이 저지하려 합니다!
ETC_20150317_005412	수호자들로부터 왕릉 석등 보호!
ETC_20150317_005413	왕릉비석
ETC_20150317_005414	오작동하는 에하드
ETC_20150317_005415	마력 옹기
ETC_20150317_005416	아콘이 제어기 파괴를 저지하기 위해 나타났습니다!
ETC_20150317_005417	오염된 왕릉 마력 제어기
ETC_20150317_005418	왕릉을 파괴하려는 왕릉 수호자 저지!
ETC_20150317_005419	왕릉을 파괴하려는 베아카라스 저지
ETC_20150317_005420	영혼의 항아리
ETC_20150317_005421	온전한 영혼 항아리
ETC_20150317_005422	아처 2서클 필요
ETC_20150317_005423	아처 3서클 필요
ETC_20150317_005424	바바리안 2서클 필요
ETC_20150317_005425	바바리안 3서클 필요
ETC_20150317_005426	보코르 2서클 필요
ETC_20150317_005427	보코르 3서클 필요
ETC_20150317_005428	캐터프락트 2서클 필요
ETC_20150317_005429	캐터프락트 3서클 필요
ETC_20150317_005430	클레릭 2서클 필요
ETC_20150317_005431	클레릭 3서클 필요
ETC_20150317_005432	딥디르비 2서클 필요
ETC_20150317_005433	딥디르비 3서클 필요
ETC_20150317_005434	엘레멘탈리스트 2서클 필요
ETC_20150317_005435	엘레멘탈리스트 3서클 필요
ETC_20150317_005436	파이로맨서 2서클 필요
ETC_20150317_005437	파이로맨서 3서클 필요
ETC_20150317_005438	크리오맨서 2서클 필요
ETC_20150317_005439	크리오맨서 3서클 필요
ETC_20150317_005440	하이랜더 2서클 필요 
ETC_20150317_005441	하이랜더 3서클 필요 
ETC_20150317_005442	하플라이트 2서클 필요
ETC_20150317_005443	하플라이트 3서클 필요
ETC_20150317_005444	크리비 2서클 필요
ETC_20150317_005445	크리비 3서클 필요
ETC_20150317_005446	링커 3서클 필요 
ETC_20150317_005447	링커 2서클 필요 
ETC_20150317_005448	팔라딘 2서클 필요
ETC_20150317_005449	팔라딘 3서클 필요
ETC_20150317_005450	펠타스타 2서클 필요 
ETC_20150317_005451	펠타스타 3서클 필요 
ETC_20150317_005452	프리스트 2서클 필요
ETC_20150317_005453	프리스트 3서클 필요
ETC_20150317_005454	사이코키노 2서클 필요 
ETC_20150317_005455	사이코키노 3서클 필요  
ETC_20150317_005456	쿼렐슈터 2서클 필요
ETC_20150317_005457	쿼렐슈터 3서클 필요
ETC_20150317_005458	레인저 2서클 필요
ETC_20150317_005459	레인저 3서클 필요
ETC_20150317_005460	로델레로 2서클 필요
ETC_20150317_005461	로델레로 3서클 필요
ETC_20150317_005462	사두 2서클 필요
ETC_20150317_005463	사두 3서클 필요
ETC_20150317_005464	새퍼 2서클 필요
ETC_20150317_005465	새퍼 3서클 필요
ETC_20150317_005466	스카우트 2서클 필요
ETC_20150317_005467	스카우트 3서클 필요
ETC_20150317_005468	쏘마터지 2서클 필요
ETC_20150317_005469	소드맨 2서클 필요
ETC_20150317_005470	소드맨 3서클 필요
ETC_20150317_005471	위자드 2서클 필요
ETC_20150317_005472	위자드 3서클 필요
ETC_20150317_005473	무고사 2서클 필요
ETC_20150317_005474	무고사 3서클 필요
ETC_20150317_005475	랭킹테스트
ETC_20150317_005476	테스트 랭킹
ETC_20150317_005477	탑데미지
ETC_20150317_005478	최고데미지
ETC_20150317_005479	태초의 구원자
ETC_20150317_005480	CBT참여한 유저들에게 주어지는 칭호입니다.
ETC_20150317_005481	몬스터 지배자
ETC_20150317_005482	몬스터를 100마리 처치했다.
ETC_20150317_005483	몬스터 정복자
ETC_20150317_005484	몬스터를 1,000마리 처치했다.
ETC_20150317_005485	몬스터 몰살자
ETC_20150317_005486	몬스터를 10,000마리 처치했다.
ETC_20150317_005487	몬스터 헌터
ETC_20150317_005488	몬스터를 100,000마리 처치했다.
ETC_20150317_005489	오버킬을 성공한 자
ETC_20150317_005490	오버킬을 100회 달성했다.
ETC_20150317_005491	오버킬의 초보자
ETC_20150317_005492	오버킬을 500회 달성했다.
ETC_20150317_005493	오버킬의 달인
ETC_20150317_005494	오버킬을 1,000회 달성했다.
ETC_20150317_005495	오버킬의 신
ETC_20150317_005496	오버킬을 3,000회 달성했다.
ETC_20150317_005497	보스 지배자
ETC_20150317_005498	보스 몬스터를 100마리를 처치했다.
ETC_20150317_005499	보스 정복자
ETC_20150317_005500	보스 몬스터를 300마리를 처치했다.
ETC_20150317_005501	보스 헌터
ETC_20150317_005502	보스 몬스터를 500마리를 처치했다.
ETC_20150317_005503	워킹 데드
ETC_20150317_005504	NXP로 부활한 횟수 100회 이상 달성했다.
ETC_20150317_005505	제작 초보자
ETC_20150317_005506	제작을 10회 성공했다. 득을 본 기분이다.
ETC_20150317_005507	제작 숙련자
ETC_20150317_005508	제작을 50회 성공했다. 이젠 제작도 꽤 손에 익었다.
ETC_20150317_005509	제작 전문가
ETC_20150317_005510	제작을 100회 성공했다. 점점 재산이 불어나는게 보인다.
ETC_20150317_005511	제작 신
ETC_20150317_005512	제작을 300회 성공했다. 말이 필요 없다.
ETC_20150317_005513	도전자
ETC_20150317_005514	플레이어 3명을 전투불능으로 만들었다.
ETC_20150317_005515	검투사
ETC_20150317_005516	플레이어 10명을 전투불능으로 만들었다.
ETC_20150317_005517	전쟁의 지휘자
ETC_20150317_005518	플레이어를 20명 전투불능으로 만들었다.
ETC_20150317_005519	전쟁의 신
ETC_20150317_005520	플레이어를 50명 전투불능으로 만들었다.
ETC_20150317_005521	폐인
ETC_20150317_005522	몬스터 에너지
ETC_20150317_005523	7일동안 플레이를 했다.
ETC_20150317_005524	대길
ETC_20150317_005525	대길이 스토커
ETC_20150317_005526	대길이를 100번 귀찮게 하였다.
ETC_20150317_005527	헤어
ETC_20150317_005528	난 소중하니깐
ETC_20150317_005529	미용실 3번 방문하였다.
ETC_20150317_005530	트레져 헌터
ETC_20150317_005531	20개의 보물상자를 도굴하였다.
ETC_20150317_005532	토너먼트
ETC_20150317_005533	토너먼트 팬클럽
ETC_20150317_005534	경기중 20개의 선물을 줬다.
ETC_20150317_005535	토너먼트 광팬
ETC_20150317_005536	경기중 100개의 선물을 줬다.
ETC_20150317_005537	토너먼트 팬클럽 부회장
ETC_20150317_005538	경기중 500개의 선물을 줬다.
ETC_20150317_005539	랭킹 테스트 1
ETC_20150317_005540	데미지 랭킹
ETC_20150317_005541	오버 킬 횟수
ETC_20150317_005542	플레이어 킬 횟수
ETC_20150317_005543	케파 킬 횟수
ETC_20150317_005544	몬스터 킬 횟수
ETC_20150317_005545	부활횟수
ETC_20150317_005546	보스 몬스터 킬
ETC_20150317_005547	토너먼트선물
ETC_20150317_005548	퀘스트 수행 횟수
ETC_20150317_005549	야채 재배 횟수
ETC_20150317_005550	의뢰 성공 횟수
ETC_20150317_005551	필드 이벤트 완수
ETC_20150317_005552	대길이 대화
ETC_20150317_005553	보물상자
ETC_20150317_005554	아이템제작
ETC_20150317_005555	미용실
ETC_20150317_005556	접속 횟수
ETC_20150317_005557	세계 탐색 점수
ETC_20150317_005558	CBT1 참여
ETC_20150317_005559	스탠스없음
ETC_20150317_005560	운기조식_공용
ETC_20150317_005561	시천권_총결
ETC_20150317_005562	매화검법_상
ETC_20150317_005563	매화검법_중
ETC_20150317_005564	매화검법_하
ETC_20150317_005565	매화검법_상_연계
ETC_20150317_005566	매화검법_중_연계
ETC_20150317_005567	매화검법_하_연계
ETC_20150317_005568	캐릭터이동속도
ETC_20150317_005569	운기조식_화선
ETC_20150317_005570	경공술_화선
ETC_20150317_005571	테스트용
ETC_20150317_005572	화선도중당
ETC_20150317_005573	영빈관
ETC_20150317_005574	기화영초원
ETC_20150317_005575	산명탑
ETC_20150317_005576	배현문
ETC_20150317_005577	보명탑
ETC_20150317_005578	화선도 선착장
ETC_20150317_005579	매화검각
ETC_20150317_005580	허저부두
ETC_20150317_005581	매향관
ETC_20150317_005582	영화탄부두
ETC_20150317_005583	희신대
ETC_20150317_005584	청경연
ETC_20150317_005585	군암지
ETC_20150317_005586	협풍곡
ETC_20150317_005587	현풍벽
ETC_20150317_005588	화원대로
ETC_20150317_005589	읍립로
ETC_20150317_005590	송인로
ETC_20150317_005591	화선주로
ETC_20150317_005592	해수림
ETC_20150317_005593	현화구
ETC_20150317_005594	대화원
ETC_20150317_005595	소화원
ETC_20150317_005596	허저평
ETC_20150317_005597	현가목장
ETC_20150317_005598	맨손
ETC_20150317_005599	에페 갸르드
ETC_20150317_005600	사격
ETC_20150317_005601	머리키움
ETC_20150317_005602	머리리줄임
ETC_20150317_005603	양손키움
ETC_20150317_005604	양발키움
ETC_20150317_005605	머리양손양발키움
ETC_20150317_005606	파괴력 강화
ETC_20150317_005607	베라카라스의 공격력이 증가합니다
ETC_20150317_005608	활성석 지님
ETC_20150317_005609	억제기를 파괴할 수 있습니다!
ETC_20150317_005610	사암가루 효과
ETC_20150317_005611	공격력 상승
ETC_20150317_005612	함께하니 무서울게 없습니다!
ETC_20150317_005613	신성한 기운이 이 몬스터를 둘러싸고 있습니다!
ETC_20150317_005614	빛의 안개
ETC_20150317_005615	빛의 안개가 마족들로부터 사용자를 숨겨줍니다
ETC_20150317_005616	날뛰는 홍염의 보석의 기운
ETC_20150317_005617	홍염의 보석이 폭주면서 공격력이 증가합니다.
ETC_20150317_005618	강화된 가시 꽃가루 효과
ETC_20150317_005619	탁한 기운에서 정신을 잃지 않습니다.
ETC_20150317_005620	인식 불가
ETC_20150317_005621	오염된 에하드의 기운때문에 수호자들이 아군과 적군을 구분하지 못합니다.
ETC_20150317_005622	자연 치유력
ETC_20150317_005623	담수의 효과로 네펜더스의 체력이 빠르게 차오릅니다
ETC_20150317_005624	신경독
ETC_20150317_005625	몬스터의 체내에서 합성독이 만들어지고 있습니다!
ETC_20150317_005626	발각당함
ETC_20150317_005627	섬광탄에 의해 발각되었습니다. 하지만 곧 도망치겠죠!
ETC_20150317_005628	연막탄에 맞아서 혼란상태에 빠졌습니다
ETC_20150317_005629	포박당함
ETC_20150317_005630	포승줄에 걸렸습니다!
ETC_20150317_005631	로무바 
ETC_20150317_005632	마족들에게 20%추가 피해를 입힙니다!
ETC_20150317_005633	마기 감염
ETC_20150317_005634	이 몬스터는 마기에 감염되었습니다!
ETC_20150317_005635	흩어진 계단 단체 버프
ETC_20150317_005636	공격력이 +150 증가합니다
ETC_20150317_005637	적갈나무 단층 숲 단체 버프
ETC_20150317_005638	방어력이 +100 증가합니다
ETC_20150317_005639	중립
ETC_20150317_005640	중립 상태
ETC_20150317_005641	위험신호!
ETC_20150317_005642	제스티가 근처에 있습니다!
ETC_20150317_005643	신성화
ETC_20150317_005644	결계의 힘에 의해 영혼이 분리된 상태입니다!
ETC_20150317_005645	결계가 충전 중입니다!
ETC_20150317_005646	탁기 중독
ETC_20150317_005647	소환 수정에 흘러 나오는 탁한 기운에 중독됐습니다. 
ETC_20150317_005648	세뇌
ETC_20150317_005649	세뇌가 진행 중입니다
ETC_20150317_005650	로무바 성수의 효과 : 마족에게 발각당하지 않음
ETC_20150317_005651	성령폭탄 부착됨
ETC_20150317_005652	공용사망
ETC_20150317_005653	성령 결박
ETC_20150317_005654	이 마족은 성령석에게 생명력을 흡수당하고 있습니다!
ETC_20150317_005655	결박되었습니다!
ETC_20150317_005656	불길한 기운
ETC_20150317_005657	공격적인 성향을 보입니다
ETC_20150317_005658	말다 제단의 기운
ETC_20150317_005659	말다 제단의 기운이 마족 몬스터를 감싸고 있습니다!
ETC_20150317_005660	자신감
ETC_20150317_005661	마족을 상대하기 수월해 졌습니다
ETC_20150317_005662	글로제자스의 힘
ETC_20150317_005663	마족을 개종시킬 수 있습니다!
ETC_20150317_005664	눈속임
ETC_20150317_005665	나른초 향기
ETC_20150317_005666	나른초의 향기에 몸이 나른해져 이동속도가 감소합니다.
ETC_20150317_005667	탄화 중
ETC_20150317_005668	불에 타고 있습니다!
ETC_20150317_005669	수액 흘림
ETC_20150317_005670	수액을 채취 당하는 중입니다
ETC_20150317_005671	불타는 중
ETC_20150317_005672	불타는 중입니다!
ETC_20150317_005673	정신지배(리자드맨)
ETC_20150317_005674	이 리자드맨은 정신지배 당했습니다.
ETC_20150317_005675	정신지배(인프로버크)
ETC_20150317_005676	이 인프로버크는 정신지배 당했습니다.
ETC_20150317_005677	향나는 돌가루가 묻어있습니다.
ETC_20150317_005678	달콤한 향기
ETC_20150317_005679	달콤한 향기가 납니다.
ETC_20150317_005680	벌통조각의 냄새
ETC_20150317_005681	달콤한 벌통조각의 냄새를 맡았습니다.
ETC_20150317_005682	연출용 석화 버프
ETC_20150317_005683	연출용 사망 정지
ETC_20150317_005684	결계 촛대의 보호막 작동
ETC_20150317_005685	결계 촛대의 보호막 디버프
ETC_20150317_005686	부품 지님
ETC_20150317_005687	정화장치 부품을 지니고 있습니다.
ETC_20150317_005688	향나는 돌가루 묻음
ETC_20150317_005689	향나는 돌가루가 묻었습니다! 강력한 몬스터를 유인합니다
ETC_20150317_005690	선전물 부착
ETC_20150317_005691	왕국군 선전물이 부착되어 있습니다!
ETC_20150317_005692	체취 획득
ETC_20150317_005693	네펜더스가 기절했습니다!
ETC_20150317_005694	광역사살
ETC_20150317_005695	필사적인 질주
ETC_20150317_005696	살아남기 위해 도망치는 중
ETC_20150317_005697	세뇌확인용
ETC_20150317_005698	세뇌걸림
ETC_20150317_005699	축복 - 이동속도 증가
ETC_20150317_005700	축복을 받아 이동속도가 빨라집니다!
ETC_20150317_005701	영혼 분리
ETC_20150317_005702	나무뿌리 수정에 의해 몬스터의 핵심이 분리된 상태입니다!
ETC_20150317_005703	나무뿌리 수정이 대기 중입니다
ETC_20150317_005704	약효 발생
ETC_20150317_005705	시험용 시약의 약효 발생
ETC_20150317_005706	전투 불능
ETC_20150317_005707	따가움
ETC_20150317_005708	가시 덩굴에 찔렸습니다.
ETC_20150317_005709	가시 독
ETC_20150317_005710	기 빨림
ETC_20150317_005711	혼미
ETC_20150317_005712	시간되돌리기
ETC_20150317_005713	시간을 되돌린다. HP,SP,STA,스킬쿨다운 등이 버프받은 시점으로 되돌아간다.
ETC_20150317_005714	시간뒤로재생
ETC_20150317_005715	몬스터 행동을 되감기.
ETC_20150317_005716	꿰임
ETC_20150317_005717	정신과 육체가 연결되어 대미지를 공유한다.
ETC_20150317_005718	스피리추얼체인
ETC_20150317_005719	정신과 육체가 연결되어 데미지를 공유한다.
ETC_20150317_005720	조인트페널티
ETC_20150317_005721	엄빌리클코드
ETC_20150317_005722	연결체로부터 방어력과 피리젠을 공급받는다.
ETC_20150317_005723	연결된 객체들에게 방어력과 피리젠을 전달한다
ETC_20150317_005724	소울디펜스
ETC_20150317_005725	소환수가 주인의 공격을 대신 맞아준다.
ETC_20150317_005726	적의 공격을 예측함.
ETC_20150317_005727	변신
ETC_20150317_005728	몬스터로 변신함.
ETC_20150317_005729	텔레파스
ETC_20150317_005730	식물방어
ETC_20150317_005731	대지의탑 몬스터
ETC_20150317_005732	대지의 탑의 기운을 받습니다.
ETC_20150317_005733	주변 스턴
ETC_20150317_005734	5초뒤 주변 광역 스턴. 큐어로 제거가능
ETC_20150317_005735	암흑바닥생성
ETC_20150317_005736	5초마다 암흑바닥 생성
ETC_20150317_005737	뭉치면 무섭지
ETC_20150317_005738	스턴
ETC_20150317_005739	이동 불가. 피격 시 해제되지만, 대미지를 10% 더 받음.
ETC_20150317_005740	수면
ETC_20150317_005741	잠듦. 행동 불가. 공격을 맞을까지 풀리지 않음.
ETC_20150317_005742	얼음 속성의 공격으로 인해 [결빙] 상태가 됨. 지속적인 피해를 입고, 행동 불가. 
ETC_20150317_005743	정적인 시공간에 갇힘. 행동이 불가능 하지만, 모든 공격 무효화 됨.
ETC_20150317_005744	행동 불가. [석화] 상태인 동안에는 대미지를 50% 덜 받음. 피격시 [석화] 상태가 해제될 가능성이 있음.
ETC_20150317_005745	침묵
ETC_20150317_005746	기본 공격 및 스킬 사용 불가.
ETC_20150317_005747	아군과 적군을 구분하지 못함.
ETC_20150317_005748	지속적인 피해를 입음. 움직이면 움직일수록 더욱 많은 피해를 입게 됨.
ETC_20150317_005749	대량출혈
ETC_20150317_005750	출혈보다 더 심한 지속적인 피해를 입음. 움직이면 움직일수록 더욱 많은 피해를 입게 됨.
ETC_20150317_005751	독 속성 지속적인 피해를 입음. 시간이 지나면 [중독] 상태가 해제 되지만, 해독 스킬이나 해독제를 통해서도 회복 가능.
ETC_20150317_005752	불 속성의 지속적인 피해를 입음.
ETC_20150317_005753	HP와 SP 회복이 불가. 큐어로 해제 가능.
ETC_20150317_005754	공격력 약화
ETC_20150317_005755	공격력 감소. 중첩시 더욱 감소됨.
ETC_20150317_005756	방어력 약화
ETC_20150317_005757	방어력 감소. 중첩시 더욱 감소됨.
ETC_20150317_005758	아머 브레이크
ETC_20150317_005759	방어구의 방어능력이 일시적으로 사라짐.
ETC_20150317_005760	인간, 야수형 몬스터에게 지속적인 피해를 입히고, 가까이에 다른 인간, 야수형 몬스터가 있을 시 확률적으로 전염시킴.
ETC_20150317_005761	둔화
ETC_20150317_005762	이동 속도 50% 감소.
ETC_20150317_005763	소형화
ETC_20150317_005764	몸이 작아짐.
ETC_20150317_005765	대형화
ETC_20150317_005766	몸이 커짐.
ETC_20150317_005767	다른 꿰임상태의 대상과 한 몸이 된 것 처럼, 대미지를 같이 받음.
ETC_20150317_005768	지능과 정신이 일시적으로 대폭 줄어듬.
ETC_20150317_005769	일시적으로 주변이 보이지 않음.
ETC_20150317_005770	방어능력이 향상됩니다.
ETC_20150317_005771	이동속도가 향상됩니다.
ETC_20150317_005772	공격능력이 향상됩니다.
ETC_20150317_005773	철갑화
ETC_20150317_005774	일정 시간 동안 공격을 20%만큼 반사시킵니다.
ETC_20150317_005775	충격 흡수
ETC_20150317_005776	일정 시간 동안 공격을 막아주는 보호막을 생성 합니다.
ETC_20150317_005777	이동속도가 감소됩니다.
ETC_20150317_005778	공격력 감소
ETC_20150317_005779	공격력이 감소됩니다.
ETC_20150317_005780	헬가세르클의 분노
ETC_20150317_005781	방어력 상승
ETC_20150317_005782	아콘의 분노
ETC_20150317_005783	끈적임
ETC_20150317_005784	끈적임으로 인해 이동속도가 감소합니다.
ETC_20150317_005785	분노 상태가 됩니다. 방어력이 증가합니다.
ETC_20150317_005786	방어력 강화
ETC_20150317_005787	일시적으로 방어력이 증가합니다
ETC_20150317_005788	이동속도 강화
ETC_20150317_005789	일시적으로 이동속도가 증가합니다
ETC_20150317_005790	돌아가기
ETC_20150317_005791	수정 가시
ETC_20150317_005792	지속 회복
ETC_20150317_005793	10초당 HP 20%씩 회복
ETC_20150317_005794	방어력 극대화
ETC_20150317_005795	공격력 극대화
ETC_20150317_005796	체력 감소
ETC_20150317_005797	체력이 감소 됩니다.
ETC_20150317_005798	움직임이 느려지고, 정신력이 감소합니다.
ETC_20150317_005799	독구름
ETC_20150317_005800	지속적으로 대미지를 입는 상태입니다..
ETC_20150317_005801	독구름.
ETC_20150317_005802	혈점자극
ETC_20150317_005803	공격력이 증가하고 방어력이 하락합니다.
ETC_20150317_005804	아이템 대박
ETC_20150317_005805	잡으면 아이템 대박
ETC_20150317_005806	독 바르기
ETC_20150317_005807	무기에 독을 발랐습니다.
ETC_20150317_005808	체력을 회복합니다.
ETC_20150317_005809	죽음의 눈
ETC_20150317_005810	죽음이 기다리고 있습니다. 스킬 사용 불가.
ETC_20150317_005811	격노
ETC_20150317_005812	공격력 100% 증가.{nl}밀림, 넘어짐 효과에 면역.
ETC_20150317_005813	복수
ETC_20150317_005814	반격이 가능.
ETC_20150317_005815	이동 속도 50% 감소
ETC_20150317_005816	공격불가
ETC_20150317_005817	감전
ETC_20150317_005818	방어력 감소, 이동속도 감소
ETC_20150317_005819	탈진
ETC_20150317_005820	힘을 소진하여, 휴식을 취해야 합니다. 또한 방어력이 하락합니다.
ETC_20150317_005821	무적
ETC_20150317_005822	무적 스킬 사용 중. 몬스터를 공격할 수 없습니다.
ETC_20150317_005823	큐바스 버프
ETC_20150317_005824	큐바스 : 플레임
ETC_20150317_005825	큐바스의 불 속성 저항력이 상승합니다. 
ETC_20150317_005826	큐바스 : 워터
ETC_20150317_005827	큐바스의 얼음 속성 저항력이 상승합니다. 
ETC_20150317_005828	큐바스 : 템페스트
ETC_20150317_005829	큐바스의 번개 속성 저항력이 상승합니다. 
ETC_20150317_005830	마법 무효화
ETC_20150317_005831	마법 공격을 무효화
ETC_20150317_005832	물리 공격 축적
ETC_20150317_005833	적에게 물리 공격을 받을때 마다 중첩됩니다.
ETC_20150317_005834	마법 공격 축적
ETC_20150317_005835	적에게 마법 공격을 받을때 마다 중첩됩니다.
ETC_20150317_005836	망치충격
ETC_20150317_005837	큰 충격을 받음.
ETC_20150317_005838	끈적이 거품
ETC_20150317_005839	화상
ETC_20150317_005840	주기적으로 1의 피해. 스킬 사용 불가
ETC_20150317_005841	이동속도 증가 범위 버프
ETC_20150317_005842	이동속도 하향 디버프
ETC_20150317_005843	블락 확률 증가
ETC_20150317_005844	블럭 확률 증가 버프
ETC_20150317_005845	이속증가 버프
ETC_20150317_005846	이동속도 증가 버프
ETC_20150317_005847	파이어 월
ETC_20150317_005848	파이어 월 스킬
ETC_20150317_005849	큐어 디버프
ETC_20150317_005850	화상 디버프
ETC_20150317_005851	힐 디버프
ETC_20150317_005852	힐 공격
ETC_20150317_005853	공격력 증가 버프
ETC_20150317_005854	공격력 증가 상수 버프
ETC_20150317_005855	공격력 감소 디버프
ETC_20150317_005856	어그레서 버프
ETC_20150317_005857	회피율 감소, 명중률 증가
ETC_20150317_005858	트랜스포스 버프
ETC_20150317_005859	몬스터의 체력을 공격력으로 전환
ETC_20150317_005860	던져지는중
ETC_20150317_005861	던져지는 중
ETC_20150317_005862	지속적으로 화염 대미지를 입는 상태입니다.
ETC_20150317_005863	HP제한
ETC_20150317_005864	독출혈
ETC_20150317_005865	독지역 생성
ETC_20150317_005866	패러뮨 콜렉션
ETC_20150317_005867	부베족을 물리쳐라!
ETC_20150317_005868	테스트 부베족을 물리쳐라!
ETC_20150317_005869	숏 컷
ETC_20150317_005870	비대칭 숏 컷
ETC_20150317_005871	롱 샤기
ETC_20150317_005872	리젠트
